ticker,company_name,cik,adsh,form,fy,fp,period_end,filed_at,revenue,operating_income,net_income,diluted_eps,operating_cash_flow,capex,net_margin,operating_margin,free_cash_flow
AAPL,APPLE INC,320193,0000320193-21-000010,10-Q,2021.0,Q1,2020-12-31,2021-01-28,111439000000.0,33534000000.0,28755000000.0,1.68,38763000000.0,3500000000.0,0.25803354301456405,0.30091799100853384,35263000000.0
AAPL,APPLE INC,320193,0000320193-21-000056,10-Q,2021.0,Q2,2021-03-31,2021-04-29,89584000000.0,27503000000.0,23630000000.0,1.4,62744000000.0,5769000000.0,0.2637747812109305,0.30700794784783,56975000000.0
AAPL,APPLE INC,320193,0000320193-21-000065,10-Q,2021.0,Q3,2021-06-30,2021-07-28,81434000000.0,24126000000.0,21744000000.0,1.3,83838000000.0,7862000000.0,0.2670137780288332,0.296264459562345,75976000000.0
AAPL,APPLE INC,320193,0000320193-21-000105,10-K,2021.0,FY,2021-09-30,2021-10-29,365817000000.0,108949000000.0,94680000000.0,5.61,104038000000.0,11085000000.0,0.2588179335569424,0.29782377527561593,92953000000.0
AAPL,APPLE INC,320193,0000320193-22-000007,10-Q,2022.0,Q1,2021-12-31,2022-01-28,123945000000.0,41488000000.0,34630000000.0,2.1,46966000000.0,2803000000.0,0.2793981201339304,0.3347291137197951,44163000000.0
AAPL,APPLE INC,320193,0000320193-22-000059,10-Q,2022.0,Q2,2022-03-31,2022-04-29,97278000000.0,29979000000.0,25010000000.0,1.52,75132000000.0,5317000000.0,0.25709821336787353,0.30817862209338187,69815000000.0
AAPL,APPLE INC,320193,0000320193-22-000070,10-Q,2022.0,Q3,2022-06-30,2022-07-29,82959000000.0,23076000000.0,19442000000.0,1.2,98024000000.0,7419000000.0,0.2343567304331055,0.2781615014645789,90605000000.0
AAPL,APPLE INC,320193,0000320193-22-000108,10-K,2022.0,FY,2022-09-30,2022-10-28,394328000000.0,119437000000.0,99803000000.0,6.11,122151000000.0,10708000000.0,0.2530964070519973,0.30288744395528594,111443000000.0
AAPL,APPLE INC,320193,0000320193-23-000006,10-Q,2023.0,Q1,2022-12-31,2023-02-03,117154000000.0,36016000000.0,29998000000.0,1.88,34005000000.0,3787000000.0,0.2560561312460522,0.30742441572630896,30218000000.0
AAPL,APPLE INC,320193,0000320193-23-000064,10-Q,2023.0,Q2,2023-03-31,2023-05-05,94836000000.0,28318000000.0,24160000000.0,1.52,62565000000.0,6703000000.0,0.25475557805052934,0.2985996878822388,55862000000.0
AAPL,APPLE INC,320193,0000320193-23-000077,10-Q,2023.0,Q3,2023-06-30,2023-08-04,81797000000.0,22998000000.0,19881000000.0,1.26,88945000000.0,8796000000.0,0.24305292370135825,0.2811594557257601,80149000000.0
AAPL,APPLE INC,320193,0000320193-23-000106,10-K,2023.0,FY,2023-09-30,2023-11-03,383285000000.0,114301000000.0,96995000000.0,6.13,110543000000.0,10959000000.0,0.2530623426432028,0.2982141226502472,99584000000.0
AAPL,APPLE INC,320193,0000320193-24-000006,10-Q,2024.0,Q1,2023-12-31,2024-02-02,119575000000.0,40373000000.0,33916000000.0,2.18,39895000000.0,2392000000.0,0.2836378841731131,0.337637466025507,37503000000.0
AAPL,APPLE INC,320193,0000320193-24-000069,10-Q,2024.0,Q2,2024-03-31,2024-05-03,90753000000.0,27900000000.0,23636000000.0,1.53,62585000000.0,4388000000.0,0.26044318094167684,0.30742785362467356,58197000000.0
AAPL,APPLE INC,320193,0000320193-24-000081,10-Q,2024.0,Q3,2024-06-30,2024-08-02,85777000000.0,25352000000.0,21448000000.0,1.4,91443000000.0,6539000000.0,0.25004371801298714,0.29555708406682446,84904000000.0
AAPL,APPLE INC,320193,0000320193-24-000123,10-K,2024.0,FY,2024-09-30,2024-11-01,391035000000.0,123216000000.0,93736000000.0,6.08,118254000000.0,9447000000.0,0.23971255769943867,0.31510222870075566,108807000000.0
AAPL,APPLE INC,320193,0000320193-25-000008,10-Q,2025.0,Q1,2024-12-31,2025-01-31,124300000000.0,42832000000.0,36330000000.0,2.4,29935000000.0,2940000000.0,0.2922767497988737,0.34458567980691873,26995000000.0
AAPL,APPLE INC,320193,0000320193-25-000057,10-Q,2025.0,Q2,2025-03-31,2025-05-02,95359000000.0,29589000000.0,24780000000.0,1.65,53887000000.0,6011000000.0,0.25986010759341016,0.31029058610094484,47876000000.0
AMZN,AMAZON COM INC,1018724,0001193125-09-154174,10-Q,2009.0,Q2,2009-06-30,2009-07-24,4651000000.0,159000000.0,142000000.0,0.32,468000000.0,78000000.0,0.03053106858740056,0.03418619651687809,390000000.0
AMZN,AMAZON COM INC,1018724,0001193125-09-212134,10-Q,2009.0,Q3,2009-09-30,2009-10-23,5449000000.0,251000000.0,199000000.0,0.45,799000000.0,103000000.0,0.03652046247017801,0.046063497889521014,696000000.0
AMZN,AMAZON COM INC,1018724,0001193125-10-016098,10-K,2009.0,FY,2009-12-31,2010-01-29,24509000000.0,1129000000.0,902000000.0,2.04,3293000000.0,373000000.0,0.036802807132073935,0.04606471092251826,2920000000.0
AMZN,AMAZON COM INC,1018724,0001193125-10-090367,10-Q,2010.0,Q1,2010-03-31,2010-04-23,7131000000.0,394000000.0,299000000.0,0.66,-1098000000.0,140000000.0,0.04192960314121442,0.055251717851633714,-1238000000.0
AMZN,AMAZON COM INC,1018724,0001193125-10-164083,10-Q,2010.0,Q2,2010-06-30,2010-07-23,6566000000.0,270000000.0,207000000.0,0.45,250000000.0,196000000.0,0.031526043253122145,0.04112092598233323,54000000.0
AMZN,AMAZON COM INC,1018724,0001193125-10-233883,10-Q,2010.0,Q3,2010-09-30,2010-10-22,7560000000.0,268000000.0,231000000.0,0.51,855000000.0,315000000.0,0.030555555555555555,0.035449735449735446,540000000.0
AMZN,AMAZON COM INC,1018724,0001193125-11-016253,10-K,2010.0,FY,2010-12-31,2011-01-28,34204000000.0,1406000000.0,1152000000.0,2.53,3495000000.0,979000000.0,0.03368027131329669,0.04110630335633259,2516000000.0
AMZN,AMAZON COM INC,1018724,0001193125-11-110197,10-Q,2011.0,Q1,2011-03-31,2011-04-27,9857000000.0,322000000.0,201000000.0,0.44,-1586000000.0,298000000.0,0.020391599878259104,0.032667140103479764,-1884000000.0
AMZN,AMAZON COM INC,1018724,0001193125-11-197823,10-Q,2011.0,Q2,2011-06-30,2011-07-27,9913000000.0,201000000.0,191000000.0,0.41,423000000.0,433000000.0,0.019267628366791082,0.020276404721073338,-10000000.0
AMZN,AMAZON COM INC,1018724,0001193125-11-280739,10-Q,2011.0,Q3,2011-09-30,2011-10-26,10876000000.0,79000000.0,63000000.0,0.14,797000000.0,529000000.0,0.005792570798087532,0.007263699889665318,268000000.0
AMZN,AMAZON COM INC,1018724,0001193125-12-032846,10-K,2011.0,FY,2011-12-31,2012-02-01,48077000000.0,862000000.0,631000000.0,1.37,3903000000.0,1811000000.0,0.013124779000353599,0.0179295713126859,2092000000.0
AMZN,AMAZON COM INC,1018724,0001193125-12-187203,10-Q,2012.0,Q1,2012-03-31,2012-04-27,13185000000.0,192000000.0,130000000.0,0.28,-2438000000.0,386000000.0,0.009859689040576413,0.014562002275312855,-2824000000.0
AMZN,AMAZON COM INC,1018724,0001193125-12-317409,10-Q,2012.0,Q2,2012-06-30,2012-07-27,12834000000.0,107000000.0,7000000.0,0.01,594000000.0,657000000.0,0.0005454262116253701,0.008337229234844944,-63000000.0
AMZN,AMAZON COM INC,1018724,0001193125-12-436012,10-Q,2012.0,Q3,2012-09-30,2012-10-26,13806000000.0,-28000000.0,-274000000.0,-0.6,943000000.0,716000000.0,-0.019846443575257135,-0.0020281037230189774,227000000.0
AMZN,AMAZON COM INC,1018724,0001193125-13-028520,10-K,2012.0,FY,2012-12-31,2013-01-30,61093000000.0,676000000.0,-39000000.0,-0.09,4180000000.0,3785000000.0,-0.0006383710081351383,0.011065097474342396,395000000.0
AMZN,AMAZON COM INC,1018724,0001193125-13-174667,10-Q,2013.0,Q1,2013-03-31,2013-04-26,16070000000.0,181000000.0,82000000.0,0.18,-2372000000.0,670000000.0,0.005102675793403858,0.011263223397635346,-3042000000.0
AMZN,AMAZON COM INC,1018724,0001193125-13-303204,10-Q,2013.0,Q2,2013-06-30,2013-07-26,15704000000.0,79000000.0,-7000000.0,-0.02,880000000.0,855000000.0,-0.000445746306673459,0.005030565461029037,25000000.0
AMZN,AMAZON COM INC,1018724,0001445305-13-002495,10-Q,2013.0,Q3,2013-09-30,2013-10-25,17092000000.0,-25000000.0,-41000000.0,-0.09,1388000000.0,1038000000.0,-0.0023987830564006552,-0.0014626725953662532,350000000.0
AMZN,AMAZON COM INC,1018724,0001018724-14-000006,10-K,2013.0,FY,2013-12-31,2014-01-31,74452000000.0,745000000.0,274000000.0,0.59,5475000000.0,3444000000.0,0.0036802234997045076,0.010006447106860796,2031000000.0
AMZN,AMAZON COM INC,1018724,0001018724-14-000014,10-Q,2014.0,Q1,2014-03-31,2014-04-25,19741000000.0,146000000.0,108000000.0,0.23,-2502000000.0,1080000000.0,0.005470847474798642,0.007395775290005572,-3582000000.0
AMZN,AMAZON COM INC,1018724,0001018724-14-000025,10-Q,2014.0,Q2,2014-06-30,2014-07-25,19340000000.0,-15000000.0,-126000000.0,-0.27,862000000.0,1290000000.0,-0.006514994829369183,-0.0007755946225439503,-428000000.0
AMZN,AMAZON COM INC,1018724,0001018724-14-000055,10-Q,2014.0,Q3,2014-09-30,2014-10-24,20579000000.0,-544000000.0,-437000000.0,-0.95,1766000000.0,1378000000.0,-0.021235239807570826,-0.026434715000728897,388000000.0
AMZN,AMAZON COM INC,1018724,0001018724-15-000006,10-K,2014.0,FY,2014-12-31,2015-01-30,88988000000.0,178000000.0,-241000000.0,-0.52,6842000000.0,4893000000.0,-0.0027082303231896437,0.002000269699285297,1949000000.0
AMZN,AMAZON COM INC,1018724,0001018724-15-000038,10-Q,2015.0,Q1,2015-03-31,2015-04-24,22717000000.0,255000000.0,-57000000.0,-0.12,-1499000000.0,871000000.0,-0.002509134128626139,0.011225073733327463,-2370000000.0
AMZN,AMAZON COM INC,1018724,0001018724-15-000087,10-Q,2015.0,Q2,2015-06-30,2015-07-24,23185000000.0,464000000.0,92000000.0,0.19,1997000000.0,1213000000.0,0.003968082812163037,0.020012939400474446,784000000.0
AMZN,AMAZON COM INC,1018724,0001018724-15-000126,10-Q,2015.0,Q3,2015-09-30,2015-10-23,25358000000.0,406000000.0,79000000.0,0.17,2610000000.0,1195000000.0,0.0031153876488682073,0.016010726397980915,1415000000.0
AMZN,AMAZON COM INC,1018724,0001018724-16-000172,10-K,2015.0,FY,2015-12-31,2016-01-29,107006000000.0,2233000000.0,596000000.0,1.25,11920000000.0,4589000000.0,0.0055697811337682,0.020867988710913405,7331000000.0
AMZN,AMAZON COM INC,1018724,0001018724-16-000227,10-Q,2016.0,Q1,2016-03-31,2016-04-29,29128000000.0,1071000000.0,513000000.0,1.07,-2160000000.0,1179000000.0,0.01761191980225213,0.036768744850315845,-3339000000.0
AMZN,AMAZON COM INC,1018724,0001018724-16-000286,10-Q,2016.0,Q2,2016-06-30,2016-07-29,30404000000.0,1285000000.0,857000000.0,1.78,3465000000.0,1711000000.0,0.02818708064728325,0.042264175766346536,1754000000.0
AMZN,AMAZON COM INC,1018724,0001018724-16-000324,10-Q,2016.0,Q3,2016-09-30,2016-10-28,32714000000.0,575000000.0,252000000.0,0.52,4486000000.0,1841000000.0,0.0077031240447514825,0.017576572721159138,2645000000.0
AMZN,AMAZON COM INC,1018724,0001018724-17-000011,10-K,2016.0,FY,2016-12-31,2017-02-10,135987000000.0,4186000000.0,2371000000.0,4.9,16443000000.0,6737000000.0,0.017435490157147373,0.030782354195621642,9706000000.0
AMZN,AMAZON COM INC,1018724,0001018724-17-000051,10-Q,2017.0,Q1,2017-03-31,2017-04-28,35714000000.0,1005000000.0,724000000.0,1.48,-1590000000.0,1861000000.0,0.02027216217729742,0.028140225121800973,-3451000000.0
AMZN,AMAZON COM INC,1018724,0001018724-17-000100,10-Q,2017.0,Q2,2017-06-30,2017-07-28,37955000000.0,628000000.0,197000000.0,0.4,3829000000.0,,0.005190357001712554,0.016545909629824794,
AMZN,AMAZON COM INC,1018724,0001018724-17-000135,10-Q,2017.0,Q3,2017-09-30,2017-10-27,43744000000.0,347000000.0,256000000.0,0.52,3851000000.0,,0.005852231163130944,0.007932516459400147,
AMZN,AMAZON COM INC,1018724,0001018724-18-000005,10-K,2017.0,FY,2017-12-31,2018-02-02,177866000000.0,4106000000.0,3033000000.0,6.15,18434000000.0,,0.01705216286417865,0.023084794170892695,
AMZN,AMAZON COM INC,1018724,0001018724-18-000072,10-Q,2018.0,Q1,2018-03-31,2018-04-27,51042000000.0,1927000000.0,1629000000.0,3.27,-1791000000.0,,0.031914893617021274,0.037753222836095765,
AMZN,AMAZON COM INC,1018724,0001018724-18-000108,10-Q,2018.0,Q2,2018-06-30,2018-07-27,52886000000.0,2983000000.0,2534000000.0,5.07,7449000000.0,,0.04791438187800174,0.056404341413606625,
AMZN,AMAZON COM INC,1018724,0001018724-18-000159,10-Q,2018.0,Q3,2018-09-30,2018-10-26,56576000000.0,3724000000.0,2883000000.0,5.75,8588000000.0,,0.05095800339366516,0.06582296380090498,
AMZN,AMAZON COM INC,1018724,0001018724-19-000004,10-K,2018.0,FY,2018-12-31,2019-02-01,232887000000.0,12421000000.0,10073000000.0,20.14,30723000000.0,,0.04325273630559026,0.053334879147397665,
AMZN,AMAZON COM INC,1018724,0001018724-19-000043,10-Q,2019.0,Q1,2019-03-31,2019-04-26,59700000000.0,4420000000.0,3561000000.0,7.09,1846000000.0,,0.05964824120603015,0.07403685092127303,
AMZN,AMAZON COM INC,1018724,0001018724-19-000071,10-Q,2019.0,Q2,2019-06-30,2019-07-26,63404000000.0,3084000000.0,2625000000.0,5.22,9118000000.0,,0.04140117342754401,0.04864046432401741,
AMZN,AMAZON COM INC,1018724,0001018724-19-000089,10-Q,2019.0,Q3,2019-09-30,2019-10-25,69981000000.0,3157000000.0,2134000000.0,4.23,7892000000.0,,0.030493991226189964,0.045112244752147014,
AMZN,AMAZON COM INC,1018724,0001018724-20-000004,10-K,2019.0,FY,2019-12-31,2020-01-31,280522000000.0,14541000000.0,11588000000.0,23.01,38514000000.0,,0.04130870306072251,0.05183550666257905,
AMZN,AMAZON COM INC,1018724,0001018724-20-000010,10-Q,2020.0,Q1,2020-03-31,2020-05-01,75452000000.0,3989000000.0,2535000000.0,5.01,3064000000.0,,0.03359751895244659,0.052868048560674334,
AMZN,AMAZON COM INC,1018724,0001018724-20-000021,10-Q,2020.0,Q2,2020-06-30,2020-07-31,88912000000.0,5843000000.0,5243000000.0,10.3,20606000000.0,,0.05896841821126507,0.06571666366744647,
AMZN,AMAZON COM INC,1018724,0001018724-20-000030,10-Q,2020.0,Q3,2020-09-30,2020-10-30,96145000000.0,6194000000.0,6331000000.0,12.37,11964000000.0,,0.06584845805814135,0.06442352696448073,
AMZN,AMAZON COM INC,1018724,0001018724-21-000004,10-K,2020.0,FY,2020-12-31,2021-02-03,386064000000.0,22899000000.0,21331000000.0,41.83,66064000000.0,,0.05525249699531684,0.05931399975133657,
AMZN,AMAZON COM INC,1018724,0001018724-21-000010,10-Q,2021.0,Q1,2021-03-31,2021-04-30,108518000000.0,8865000000.0,8107000000.0,15.79,4213000000.0,,0.07470650030409702,0.08169151661475516,
AMZN,AMAZON COM INC,1018724,0001018724-21-000020,10-Q,2021.0,Q2,2021-06-30,2021-07-30,113080000000.0,7702000000.0,7778000000.0,15.12,12715000000.0,,0.0687831623629289,0.06811107180756987,
AMZN,AMAZON COM INC,1018724,0001018724-21-000028,10-Q,2021.0,Q3,2021-09-30,2021-10-29,110812000000.0,4852000000.0,3156000000.0,6.12,7313000000.0,,0.028480669963541854,0.043785871566256365,
AMZN,AMAZON COM INC,1018724,0001018724-22-000005,10-K,2021.0,FY,2021-12-31,2022-02-04,469822000000.0,24879000000.0,33364000000.0,64.81,46327000000.0,,0.07101412875514557,0.052954097509269465,
AMZN,AMAZON COM INC,1018724,0001018724-22-000013,10-Q,2022.0,Q1,2022-03-31,2022-04-29,116444000000.0,3669000000.0,-3844000000.0,-7.56,-2790000000.0,,-0.03301157638006252,0.031508708048504,
AMZN,AMAZON COM INC,1018724,0001018724-22-000019,10-Q,2022.0,Q2,2022-06-30,2022-07-29,121234000000.0,3317000000.0,-2028000000.0,-0.2,8965000000.0,,-0.01672798059950179,0.027360311463780786,
AMZN,AMAZON COM INC,1018724,0001018724-22-000023,10-Q,2022.0,Q3,2022-09-30,2022-10-28,127101000000.0,2525000000.0,2872000000.0,0.28,11404000000.0,,0.022596203019645794,0.01986609074672898,
AMZN,AMAZON COM INC,1018724,0001018724-23-000004,10-K,2022.0,FY,2022-12-31,2023-02-03,513983000000.0,12248000000.0,-2722000000.0,-0.27,46752000000.0,,-0.005295895000418302,0.023829581912242232,
AMZN,AMAZON COM INC,1018724,0001018724-23-000008,10-Q,2023.0,Q1,2023-03-31,2023-04-28,127358000000.0,4774000000.0,3172000000.0,0.31,4788000000.0,,0.024906170008951147,0.037484885126964934,
AMZN,AMAZON COM INC,1018724,0001018724-23-000012,10-Q,2023.0,Q2,2023-06-30,2023-08-04,134383000000.0,7681000000.0,6750000000.0,0.65,16476000000.0,,0.050229567728060844,0.05715752736581264,
AMZN,AMAZON COM INC,1018724,0001018724-23-000018,10-Q,2023.0,Q3,2023-09-30,2023-10-27,143083000000.0,11188000000.0,9879000000.0,0.94,21217000000.0,,0.06904384168629397,0.07819237785061817,
AMZN,AMAZON COM INC,1018724,0001018724-24-000008,10-K,2023.0,FY,2023-12-31,2024-02-02,574785000000.0,36852000000.0,30425000000.0,2.9,84946000000.0,,0.05293283575597832,0.0641144079960333,
AMZN,AMAZON COM INC,1018724,0001018724-24-000083,10-Q,2024.0,Q1,2024-03-31,2024-05-01,143313000000.0,15307000000.0,10431000000.0,0.98,18989000000.0,,0.07278474388227167,0.10680817511321374,
AMZN,AMAZON COM INC,1018724,0001018724-24-000130,10-Q,2024.0,Q2,2024-06-30,2024-08-02,147977000000.0,14672000000.0,13485000000.0,1.26,25281000000.0,,0.0911290268082202,0.09915054366556965,
AMZN,AMAZON COM INC,1018724,0001018724-24-000161,10-Q,2024.0,Q3,2024-09-30,2024-11-01,158877000000.0,17411000000.0,15328000000.0,1.43,25971000000.0,,0.09647714898946984,0.1095879202150091,
AMZN,AMAZON COM INC,1018724,0001018724-25-000004,10-K,2024.0,FY,2024-12-31,2025-02-07,637959000000.0,68593000000.0,59248000000.0,5.53,115877000000.0,,0.09287117197186653,0.1075194487420038,
AMZN,AMAZON COM INC,1018724,0001018724-25-000036,10-Q,2025.0,Q1,2025-03-31,2025-05-02,155667000000.0,18405000000.0,17127000000.0,1.59,17015000000.0,,0.1100233190078822,0.11823315153500742,
AVGO,BROADCOM INC,1730168,0001730168-18-000019,10-Q,2018.0,Q2,2018-04-30,2018-06-14,5014000000.0,1201000000.0,3718000000.0,8.33,3998000000.0,409000000.0,0.741523733546071,0.2395293179098524,3589000000.0
AVGO,BROADCOM INC,1730168,0001730168-18-000039,10-Q,2018.0,Q3,2018-07-31,2018-09-13,5063000000.0,1339000000.0,1196000000.0,2.71,6245000000.0,529000000.0,0.23622358285601422,0.26446770689314636,5716000000.0
AVGO,BROADCOM INC,1730168,0001730168-18-000084,10-K,2018.0,FY,2018-10-31,2018-12-21,20848000000.0,5135000000.0,12259000000.0,28.44,8880000000.0,635000000.0,0.5880180353031466,0.24630660015349193,8245000000.0
AVGO,BROADCOM INC,1730168,0001730168-19-000036,10-Q,2019.0,Q1,2019-01-31,2019-03-15,5789000000.0,555000000.0,471000000.0,1.12,2132000000.0,99000000.0,0.08136120228018656,0.0958714803938504,2033000000.0
AVGO,BROADCOM INC,1730168,0001730168-19-000101,10-Q,2019.0,Q2,2019-04-30,2019-06-14,5517000000.0,970000000.0,691000000.0,1.64,4799000000.0,224000000.0,0.12524922965379737,0.17582019213340583,4575000000.0
AVGO,BROADCOM INC,1730168,0001730168-19-000118,10-Q,2019.0,Q3,2019-07-31,2019-09-13,5515000000.0,865000000.0,715000000.0,1.71,7218000000.0,336000000.0,0.12964641885766093,0.15684496826835903,6882000000.0
AVGO,BROADCOM INC,1730168,0001730168-19-000144,10-K,2019.0,FY,2019-10-31,2019-12-20,22597000000.0,3444000000.0,2724000000.0,6.43,9697000000.0,432000000.0,0.12054697526220294,0.15240961189538435,9265000000.0
AVGO,BROADCOM INC,1730168,0001730168-20-000045,10-Q,2020.0,Q1,2020-01-31,2020-03-13,5858000000.0,714000000.0,385000000.0,0.74,2322000000.0,108000000.0,0.06572208945032434,0.12188460225332878,2214000000.0
AVGO,BROADCOM INC,1730168,0001730168-20-000109,10-Q,2020.0,Q2,2020-04-30,2020-06-12,5742000000.0,766000000.0,563000000.0,1.17,5535000000.0,256000000.0,0.09804946011842564,0.133402995471961,5279000000.0
AVGO,BROADCOM INC,1730168,0001730168-20-000164,10-Q,2020.0,Q3,2020-07-31,2020-09-11,5821000000.0,1008000000.0,688000000.0,1.45,8713000000.0,361000000.0,0.11819275038653153,0.1731661226593369,8352000000.0
AVGO,BROADCOM INC,1730168,0001730168-20-000226,10-K,2020.0,FY,2020-10-31,2020-12-18,23888000000.0,4014000000.0,2960000000.0,6.33,12061000000.0,463000000.0,0.12391158740790355,0.16803415941058272,11598000000.0
AVGO,BROADCOM INC,1730168,0001730168-21-000045,10-Q,2021.0,Q1,2021-01-31,2021-03-12,6655000000.0,1837000000.0,1378000000.0,3.05,3113000000.0,114000000.0,0.20706235912847484,0.27603305785123966,2999000000.0
AVGO,BROADCOM INC,1730168,0001730168-21-000116,10-Q,2021.0,Q2,2021-04-30,2021-06-11,6610000000.0,1975000000.0,1493000000.0,3.3,6682000000.0,240000000.0,0.2258698940998487,0.2987897125567322,6442000000.0
AVGO,BROADCOM INC,1730168,0001730168-21-000123,10-Q,2021.0,Q3,2021-07-31,2021-09-09,6778000000.0,2126000000.0,1876000000.0,4.2,10223000000.0,355000000.0,0.2767778105635881,0.31366184715255235,9868000000.0
AVGO,BROADCOM INC,1730168,0001730168-21-000153,10-K,2021.0,FY,2021-10-31,2021-12-17,27450000000.0,8519000000.0,6736000000.0,15.0,13764000000.0,443000000.0,0.24539162112932605,0.31034608378870676,13321000000.0
AVGO,BROADCOM INC,1730168,0001730168-22-000029,10-Q,2022.0,Q1,2022-01-31,2022-03-10,7706000000.0,3108000000.0,2472000000.0,5.59,3486000000.0,101000000.0,0.3207889955878536,0.40332208668569947,3385000000.0
AVGO,BROADCOM INC,1730168,0001730168-22-000081,10-Q,2022.0,Q2,2022-04-30,2022-06-09,8103000000.0,3394000000.0,2590000000.0,5.93,7729000000.0,186000000.0,0.319634703196347,0.41885721337776133,7543000000.0
AVGO,BROADCOM INC,1730168,0001730168-22-000094,10-Q,2022.0,Q3,2022-07-31,2022-09-08,8464000000.0,3737000000.0,3074000000.0,7.15,12153000000.0,302000000.0,0.3631852551984877,0.4415170132325142,11851000000.0
AVGO,BROADCOM INC,1730168,0001730168-22-000118,10-K,2022.0,FY,2022-10-31,2022-12-16,33203000000.0,14225000000.0,11495000000.0,26.53,16736000000.0,424000000.0,0.3462036562961178,0.4284251423064181,16312000000.0
AVGO,BROADCOM INC,1730168,0001730168-23-000008,10-Q,2023.0,Q1,2023-01-31,2023-03-08,8915000000.0,4103000000.0,3774000000.0,8.8,4036000000.0,103000000.0,0.423331463825014,0.4602355580482333,3933000000.0
AVGO,BROADCOM INC,1730168,0001730168-23-000064,10-Q,2023.0,Q2,2023-04-30,2023-06-07,8733000000.0,4008000000.0,3481000000.0,8.15,8538000000.0,225000000.0,0.39860300011450817,0.45894881484026107,8313000000.0
AVGO,BROADCOM INC,1730168,0001730168-23-000077,10-Q,2023.0,Q3,2023-07-31,2023-09-06,8876000000.0,3856000000.0,3303000000.0,7.74,13257000000.0,347000000.0,0.3721270842721947,0.43442992338891395,12910000000.0
AVGO,BROADCOM INC,1730168,0001730168-23-000096,10-K,2023.0,FY,2023-10-31,2023-12-14,35819000000.0,16207000000.0,14082000000.0,32.98,18085000000.0,452000000.0,0.39314330383316115,0.452469359836958,17633000000.0
AVGO,BROADCOM INC,1730168,0001730168-24-000023,10-Q,2024.0,Q1,2024-01-31,2024-03-14,11961000000.0,2083000000.0,1325000000.0,2.84,4815000000.0,122000000.0,0.11077669091213109,0.17414931861884458,4693000000.0
AVGO,BROADCOM INC,1730168,0001730168-24-000080,10-Q,2024.0,Q2,2024-04-30,2024-06-13,12487000000.0,2965000000.0,2121000000.0,4.42,9395000000.0,254000000.0,0.16985665091695362,0.23744694482261552,9141000000.0
AVGO,BROADCOM INC,1730168,0001730168-24-000099,10-Q,2024.0,Q3,2024-07-31,2024-09-11,13072000000.0,3788000000.0,-1875000000.0,-0.4,14358000000.0,426000000.0,-0.14343635250917994,0.2897796817625459,13932000000.0
AVGO,BROADCOM INC,1730168,0001730168-24-000139,10-K,2024.0,FY,2024-10-31,2024-12-20,51574000000.0,13463000000.0,5895000000.0,1.23,19962000000.0,548000000.0,0.11430177996664986,0.26104238569822,19414000000.0
AVGO,BROADCOM INC,1730168,0001730168-25-000021,10-Q,2025.0,Q1,2025-01-31,2025-03-12,14916000000.0,6260000000.0,5503000000.0,1.14,6113000000.0,100000000.0,0.3689326897291499,0.41968356127648165,6013000000.0
AVGO,BROADCOM INC,1730168,0001730168-25-000064,10-Q,2025.0,Q2,2025-04-30,2025-06-11,15004000000.0,5829000000.0,4965000000.0,1.03,12668000000.0,244000000.0,0.33091175686483604,0.3884964009597441,12424000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-09-005813,10-Q,2009.0,Q2,2009-06-30,2009-08-07,59214000000.0,,3295000000.0,,7497000000.0,2633000000.0,0.05564562434559395,,4864000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-09-007839,10-Q,2009.0,Q3,2009-09-30,2009-11-06,29904000000.0,,3238000000.0,,12026000000.0,3803000000.0,0.10827982878544676,,8223000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001193125-10-043450,10-K,2009.0,FY,2009-12-31,2010-03-01,112493000000.0,,8055000000.0,,15846000000.0,4937000000.0,0.07160445538833528,,10909000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-10-002982,10-Q,2010.0,Q1,2010-03-31,2010-05-07,32037000000.0,,3633000000.0,,3313000000.0,1170000000.0,0.11340013109841746,,2143000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-10-004882,10-Q,2010.0,Q2,2010-06-30,2010-08-06,31709000000.0,,1968000000.0,,6860000000.0,2716000000.0,0.062064398120407455,,4144000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-10-006675,10-Q,2010.0,Q3,2010-09-30,2010-11-05,36274000000.0,,2989000000.0,,13831000000.0,4291000000.0,0.0824006175221922,,9540000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001193125-11-048914,10-K,2010.0,FY,2010-12-31,2011-02-28,136185000000.0,,12967000000.0,,17895000000.0,5980000000.0,0.09521606638029151,,11915000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-11-002891,10-Q,2011.0,Q1,2011-03-31,2011-05-06,33720000000.0,,1511000000.0,,3502000000.0,1482000000.0,0.04481020166073547,,2020000000.0
BRK.B,BERKSHIRE HATHAWAY INC,1067983,0001157523-11-004793,10-Q,2011.0,Q2,2011-06-30,2011-08-05,38274000000.0,,3417000000.0,,9983000000.0,3444000000.0,0.08927731619376078,,6539000000.0
